in s,C1 in V,C2 in V
5.55928E-04,3.334550E+00,4.348755E-03
5.55944E-04,3.330583E+00,4.348755E-03
5.55960E-04,3.327226E+00,5.416870E-03
5.55976E-04,3.331041E+00,7.858276E-03
5.55992E-04,3.327684E+00,1.121521E-02
5.56008E-04,3.327684E+00,4.959106E-03
5.56024E-04,3.323259E+00,6.332397E-03
5.56040E-04,3.327684E+00,3.433228E-03
5.56056E-04,3.333482E+00,1.449585E-03
5.56072E-04,3.330583E+00,4.348755E-03
5.56088E-04,3.329667E+00,9.231567E-03
5.56104E-04,3.329057E+00,9.841919E-03
5.56120E-04,3.336992E+00,3.433228E-03
5.56136E-04,3.331498E+00,5.416870E-03
5.56152E-04,3.338365E+00,7.400513E-03
5.56168E-04,3.336992E+00,4.959106E-03
5.56184E-04,3.329057E+00,1.907349E-03
5.56200E-04,1.979722E+00,3.669739E-02
5.56216E-04,2.983563E-01,-1.472473E-02
5.56232E-04,5.635193E-02,5.874634E-03
5.56248E-04,1.881531E-02,1.029968E-02
5.56264E-04,1.728943E-02,4.959106E-03
5.56280E-04,1.484802E-02,6.332397E-03
5.56296E-04,2.125671E-02,6.790161E-03
5.56312E-04,1.576355E-02,1.449585E-03
5.56328E-04,1.820496E-02,6.790161E-03
5.56344E-04,1.774719E-02,8.773804E-03
5.56360E-04,1.637390E-02,9.841919E-03
5.56376E-04,1.820496E-02,3.890991E-03
5.56392E-04,2.125671E-02,-1.907349E-03
5.56408E-04,1.530579E-02,7.400513E-03
5.56424E-04,1.320848E+00,2.292633E-01
5.56440E-04,3.106279E+00,2.513199E+00
5.56456E-04,3.288011E+00,3.201828E+00
5.56472E-04,3.325242E+00,3.294754E+00
5.56488E-04,3.332567E+00,3.321152E+00
5.56504E-04,3.335923E+00,3.323135E+00
5.56520E-04,3.331041E+00,3.328018E+00
5.56536E-04,3.324785E+00,3.322525E+00
5.56552E-04,3.333024E+00,3.321609E+00
5.56568E-04,3.334550E+00,3.328934E+00
5.56584E-04,3.333940E+00,3.322525E+00
5.56600E-04,3.337449E+00,3.321152E+00
5.56616E-04,3.331041E+00,3.317642E+00
5.56632E-04,3.333482E+00,3.317184E+00
5.56648E-04,3.338365E+00,3.321152E+00
5.56664E-04,3.332567E+00,3.315201E+00
5.56680E-04,3.326158E+00,3.317642E+00
5.56696E-04,3.338365E+00,3.322067E+00
5.56712E-04,3.332567E+00,3.314743E+00
5.56728E-04,3.331498E+00,3.310776E+00
5.56744E-04,3.333482E+00,3.320694E+00
5.56760E-04,3.327684E+00,3.304977E+00
5.56776E-04,3.324785E+00,3.315201E+00
5.56792E-04,3.333940E+00,3.313828E+00
5.56808E-04,3.333482E+00,3.311844E+00
5.56824E-04,3.332109E+00,3.313217E+00
5.56840E-04,3.336381E+00,3.315659E+00
5.56856E-04,3.331498E+00,3.314743E+00
5.56872E-04,3.328599E+00,3.318710E+00
5.56888E-04,3.328141E+00,3.309860E+00
5.56904E-04,3.332567E+00,3.315659E+00
5.56920E-04,3.326158E+00,3.308945E+00
5.56936E-04,3.333940E+00,3.317184E+00
5.56952E-04,3.323716E+00,3.312302E+00
5.56968E-04,3.331041E+00,3.317184E+00
5.56984E-04,3.333482E+00,3.318100E+00
5.57000E-04,3.327226E+00,3.316727E+00
5.57016E-04,3.334550E+00,3.322525E+00
5.57032E-04,3.333940E+00,3.310318E+00
5.57048E-04,3.329667E+00,3.320694E+00
5.57064E-04,3.328141E+00,3.320084E+00
5.57080E-04,3.335008E+00,3.311386E+00
5.57096E-04,3.333024E+00,3.319626E+00
5.57112E-04,3.340349E+00,3.316269E+00
5.57128E-04,3.331498E+00,3.319626E+00
5.57144E-04,3.333482E+00,3.313828E+00
5.57160E-04,3.332109E+00,3.314743E+00
5.57176E-04,3.330125E+00,3.309860E+00
5.57192E-04,3.337449E+00,3.310318E+00
5.57208E-04,3.334550E+00,3.311844E+00
5.57224E-04,1.987504E+00,3.340225E+00
5.57240E-04,3.003400E-01,3.285904E+00
5.57256E-04,4.811218E-02,3.312759E+00
5.57272E-04,2.064636E-02,3.321152E+00
5.57288E-04,2.507141E-02,3.312759E+00
5.57304E-04,1.484802E-02,3.317642E+00
5.57320E-04,1.683167E-02,3.313828E+00
5.57336E-04,2.217224E-02,3.311386E+00
5.57352E-04,1.439026E-02,3.315659E+00
5.57368E-04,2.018860E-02,3.312302E+00
5.57384E-04,1.683167E-02,3.312302E+00
5.57400E-04,1.881531E-02,3.315201E+00
5.57416E-04,2.507141E-02,3.309860E+00
5.57432E-04,1.881531E-02,3.311844E+00
5.57448E-04,1.414232E+00,3.077774E+00
5.57464E-04,2.978257E+00,8.675385E-01
5.57480E-04,3.298845E+00,1.290131E-01
5.57496E-04,3.326616E+00,1.472473E-02
5.57512E-04,3.338823E+00,-1.449585E-03
5.57528E-04,3.328141E+00,6.332397E-03
5.57544E-04,3.329057E+00,2.975464E-03
5.57560E-04,3.338823E+00,6.332397E-03
5.57576E-04,3.333024E+00,-5.340576E-04
5.57592E-04,3.334550E+00,-4.959106E-03
5.57608E-04,3.329667E+00,4.348755E-03
5.57624E-04,3.327226E+00,5.416870E-03
5.57640E-04,3.330125E+00,5.340576E-04
5.57656E-04,3.335466E+00,6.790161E-03
5.57672E-04,3.330583E+00,1.449585E-03
5.57688E-04,3.329057E+00,6.332397E-03
5.57704E-04,3.321733E+00,-3.433228E-03
5.57720E-04,3.327226E+00,1.907349E-03
5.57736E-04,3.333940E+00,2.365112E-03
5.57752E-04,3.330583E+00,5.416870E-03
5.57768E-04,3.331041E+00,6.332397E-03
5.57784E-04,3.332109E+00,1.907349E-03
5.57800E-04,3.335008E+00,-7.629395E-05
5.57816E-04,3.329057E+00,7.400513E-03
5.57832E-04,3.325242E+00,-2.975464E-03
5.57848E-04,3.331041E+00,-9.918213E-04
5.57864E-04,3.335923E+00,-5.340576E-04
5.57880E-04,3.330125E+00,4.348755E-03
5.57896E-04,3.329667E+00,6.332397E-03
5.57912E-04,3.331498E+00,9.918213E-04
5.57928E-04,3.330583E+00,2.975464E-03
5.57944E-04,3.340806E+00,2.365112E-03
5.57960E-04,3.335923E+00,8.316040E-03
5.57976E-04,3.333024E+00,8.316040E-03
5.57992E-04,3.333482E+00,1.228333E-02
5.58008E-04,3.336992E+00,6.332397E-03
5.58024E-04,3.332109E+00,4.959106E-03
5.58040E-04,3.329057E+00,2.975464E-03
5.58056E-04,3.324174E+00,1.449585E-03
5.58072E-04,3.323716E+00,2.975464E-03
5.58088E-04,3.333482E+00,1.319885E-02
5.58104E-04,3.327226E+00,1.449585E-03
5.58120E-04,3.329667E+00,6.790161E-03
5.58136E-04,3.324174E+00,2.975464E-03
5.58152E-04,3.328141E+00,7.400513E-03
5.58168E-04,3.327226E+00,8.316040E-03
5.58184E-04,3.331041E+00,5.874634E-03
5.58200E-04,3.332109E+00,3.890991E-03
5.58216E-04,3.333482E+00,5.874634E-03
5.58232E-04,3.322801E+00,1.029968E-02
5.58248E-04,1.994371E+00,3.028870E-02
5.58264E-04,2.943890E-01,-2.342224E-02
5.58280E-04,5.055359E-02,2.975464E-03
5.58296E-04,2.018860E-02,5.340576E-04
5.58312E-04,1.439026E-02,-5.874634E-03
5.58328E-04,1.393250E-02,5.416870E-03
5.58344E-04,1.637390E-02,1.449585E-03
5.58360E-04,1.576355E-02,4.959106E-03
5.58376E-04,1.820496E-02,2.975464E-03
5.58392E-04,1.576355E-02,6.332397E-03
5.58408E-04,1.973083E-02,4.348755E-03
5.58424E-04,2.064636E-02,6.790161E-03
5.58440E-04,1.927307E-02,2.365112E-03
5.58456E-04,1.484802E-02,7.858276E-03
5.58472E-04,1.355943E+00,5.416870E-03
5.58488E-04,3.033342E+00,4.646301E-02
5.58504E-04,3.289995E+00,1.472473E-02
5.58520E-04,3.319902E+00,3.890991E-03
5.58536E-04,3.328141E+00,4.959106E-03
5.58552E-04,3.328599E+00,9.918213E-04
5.58568E-04,3.326616E+00,2.365112E-03
5.58584E-04,3.321275E+00,2.365112E-03
5.58600E-04,3.333482E+00,5.874634E-03
5.58616E-04,3.330125E+00,4.959106E-03
5.58632E-04,3.329667E+00,1.075745E-02
5.58648E-04,3.329667E+00,3.890991E-03
5.58664E-04,3.330125E+00,6.790161E-03
5.58680E-04,3.335923E+00,9.841919E-03
5.58696E-04,3.335466E+00,6.790161E-03
5.58712E-04,3.328141E+00,4.959106E-03
5.58728E-04,3.326158E+00,8.773804E-03
5.58744E-04,3.334550E+00,-5.340576E-04
5.58760E-04,3.328599E+00,2.975464E-03
5.58776E-04,3.328141E+00,7.400513E-03
5.58792E-04,3.328599E+00,8.316040E-03
5.58808E-04,3.327684E+00,7.858276E-03
5.58824E-04,3.328141E+00,3.890991E-03
5.58840E-04,3.328141E+00,8.773804E-03
5.58856E-04,3.331041E+00,5.340576E-04
5.58872E-04,3.331041E+00,6.790161E-03
5.58888E-04,3.327684E+00,1.907349E-03
5.58904E-04,3.324785E+00,6.790161E-03
5.58920E-04,3.331041E+00,2.975464E-03
5.58936E-04,3.327226E+00,3.433228E-03
5.58952E-04,3.326158E+00,-9.918213E-04
5.58968E-04,3.329057E+00,4.348755E-03
5.58984E-04,3.326616E+00,6.790161E-03
5.59000E-04,3.329667E+00,-2.975464E-03
5.59016E-04,3.331041E+00,5.416870E-03
5.59032E-04,3.330125E+00,9.841919E-03
5.59048E-04,3.329667E+00,7.400513E-03
5.59064E-04,3.330125E+00,7.858276E-03
5.59080E-04,3.335008E+00,6.332397E-03
5.59096E-04,3.332109E+00,9.231567E-03
5.59112E-04,3.325700E+00,6.790161E-03
5.59128E-04,3.332567E+00,4.959106E-03
5.59144E-04,3.326158E+00,4.348755E-03
5.59160E-04,3.327684E+00,1.228333E-02
5.59176E-04,3.324785E+00,8.773804E-03
5.59192E-04,3.333482E+00,9.918213E-04
5.59208E-04,3.332567E+00,9.841919E-03
5.59224E-04,3.333024E+00,1.075745E-02
5.59240E-04,3.331041E+00,7.400513E-03
5.59256E-04,3.324785E+00,5.416870E-03
5.59272E-04,1.998643E+00,3.517151E-02
5.59288E-04,2.905743E-01,-1.960754E-02
5.59304E-04,4.765442E-02,5.340576E-04
5.59320E-04,1.881531E-02,9.841919E-03
5.59336E-04,1.240662E-02,2.365112E-03
5.59352E-04,1.484802E-02,5.416870E-03
5.59368E-04,1.530579E-02,2.365112E-03
5.59384E-04,1.576355E-02,-7.629395E-05
5.59400E-04,1.820496E-02,1.907349E-03
5.59416E-04,2.125671E-02,1.907349E-03
5.59432E-04,2.217224E-02,9.231567E-03
5.59448E-04,2.018860E-02,-7.629395E-05
5.59464E-04,1.088074E-02,7.858276E-03
5.59480E-04,1.286438E-02,1.319885E-02
5.59496E-04,1.292924E+00,2.155304E-01
5.59512E-04,3.109178E+00,2.503891E+00
5.59528E-04,3.291520E+00,3.196945E+00
5.59544E-04,3.323259E+00,3.304977E+00
5.59560E-04,3.333024E+00,3.320084E+00
5.59576E-04,3.332109E+00,3.319626E+00
5.59592E-04,3.340349E+00,3.320084E+00
5.59608E-04,3.332567E+00,3.318710E+00
5.59624E-04,3.331041E+00,3.315201E+00
5.59640E-04,3.331498E+00,3.314285E+00
5.59656E-04,3.333024E+00,3.318100E+00
5.59672E-04,3.336381E+00,3.312759E+00
5.59688E-04,3.327226E+00,3.323135E+00
5.59704E-04,3.324174E+00,3.313828E+00
5.59720E-04,3.331498E+00,3.318710E+00
5.59736E-04,3.325700E+00,3.310776E+00
5.59752E-04,3.333024E+00,3.319626E+00
5.59768E-04,3.328599E+00,3.311844E+00
5.59784E-04,3.331041E+00,3.317642E+00
5.59800E-04,3.326616E+00,3.311844E+00
5.59816E-04,3.337449E+00,3.321609E+00
5.59832E-04,3.333024E+00,3.310776E+00
5.59848E-04,3.333940E+00,3.319626E+00
5.59864E-04,3.323259E+00,3.312759E+00
5.59880E-04,3.331041E+00,3.312302E+00
5.59896E-04,3.330583E+00,3.318710E+00
5.59912E-04,3.335008E+00,3.315659E+00
5.59928E-04,3.330583E+00,3.315201E+00
5.59944E-04,3.330125E+00,3.314743E+00
5.59960E-04,3.327684E+00,3.313828E+00
5.59976E-04,3.332109E+00,3.314285E+00
5.59992E-04,3.327226E+00,3.315659E+00
5.60008E-04,3.329667E+00,3.315659E+00
5.60024E-04,3.327226E+00,3.322525E+00
5.60040E-04,3.330125E+00,3.313217E+00
5.60056E-04,3.325700E+00,3.311386E+00
5.60072E-04,3.327226E+00,3.318100E+00
5.60088E-04,3.330125E+00,3.317642E+00
5.60104E-04,3.338823E+00,3.326492E+00
5.60120E-04,3.329057E+00,3.311386E+00
5.60136E-04,3.326158E+00,3.316727E+00
5.60152E-04,3.329057E+00,3.318100E+00
5.60168E-04,3.331498E+00,3.314743E+00
5.60184E-04,3.332109E+00,3.312302E+00
5.60200E-04,3.333940E+00,3.314285E+00
5.60216E-04,3.328599E+00,3.309402E+00
5.60232E-04,3.335466E+00,3.317184E+00
5.60248E-04,3.333482E+00,3.312759E+00
5.60264E-04,3.332109E+00,3.321152E+00
5.60280E-04,3.333940E+00,3.308334E+00
5.60296E-04,2.006120E+00,3.341599E+00
5.60312E-04,3.021710E-01,3.292770E+00
5.60328E-04,4.612854E-02,3.313217E+00
5.60344E-04,2.858093E-02,3.314743E+00
5.60360E-04,2.018860E-02,3.310318E+00
5.60376E-04,1.637390E-02,3.323593E+00
5.60392E-04,1.576355E-02,3.309402E+00
5.60408E-04,1.728943E-02,3.313217E+00
5.60424E-04,1.530579E-02,3.322067E+00
5.60440E-04,2.507141E-02,3.312759E+00
5.60456E-04,1.973083E-02,3.316727E+00
5.60472E-04,1.881531E-02,3.312759E+00
5.60488E-04,1.728943E-02,3.313217E+00
5.60504E-04,1.240662E-02,3.312302E+00
5.60520E-04,1.394090E+00,3.087997E+00
5.60536E-04,2.969407E+00,8.782196E-01
5.60552E-04,3.294877E+00,1.236725E-01
5.60568E-04,3.330125E+00,1.121521E-02
5.60584E-04,3.331498E+00,5.340576E-04
5.60600E-04,3.326616E+00,-3.433228E-03
5.60616E-04,3.335923E+00,-9.918213E-04
5.60632E-04,3.335466E+00,6.790161E-03
5.60648E-04,3.339433E+00,2.975464E-03
5.60664E-04,3.333024E+00,2.365112E-03
5.60680E-04,3.333940E+00,2.365112E-03
5.60696E-04,3.332567E+00,1.029968E-02
5.60712E-04,3.331041E+00,-1.907349E-03
5.60728E-04,3.327226E+00,4.348755E-03
5.60744E-04,3.335923E+00,5.416870E-03
5.60760E-04,3.329667E+00,5.340576E-04
5.60776E-04,3.332567E+00,5.340576E-04
5.60792E-04,3.335008E+00,-4.959106E-03
5.60808E-04,3.320817E+00,7.400513E-03
5.60824E-04,3.335923E+00,7.858276E-03
5.60840E-04,3.331498E+00,6.790161E-03
5.60856E-04,3.333482E+00,8.316040E-03
5.60872E-04,3.327226E+00,8.316040E-03
5.60888E-04,3.328599E+00,4.348755E-03
5.60904E-04,3.331498E+00,3.890991E-03
5.60920E-04,3.331498E+00,4.959106E-03
5.60936E-04,3.332109E+00,5.340576E-04
5.60952E-04,3.334550E+00,3.890991E-03
5.60968E-04,3.328141E+00,2.365112E-03
5.60984E-04,3.327226E+00,-7.629395E-05
5.61000E-04,3.332567E+00,1.449585E-03
5.61016E-04,3.333940E+00,-1.449585E-03
5.61032E-04,3.326158E+00,3.890991E-03
5.61048E-04,3.330583E+00,4.348755E-03
5.61064E-04,3.322801E+00,4.348755E-03
5.61080E-04,3.326616E+00,7.858276E-03
5.61096E-04,3.329667E+00,8.316040E-03
5.61112E-04,3.329057E+00,3.890991E-03
5.61128E-04,3.333940E+00,-9.918213E-04
5.61144E-04,3.340349E+00,5.340576E-04
5.61160E-04,3.336992E+00,8.316040E-03
5.61176E-04,3.320817E+00,-9.918213E-04
5.61192E-04,3.333940E+00,2.975464E-03
5.61208E-04,3.333482E+00,1.029968E-02
5.61224E-04,3.330125E+00,8.773804E-03
5.61240E-04,3.333940E+00,3.433228E-03
5.61256E-04,3.322801E+00,5.874634E-03
5.61272E-04,3.324785E+00,3.890991E-03
5.61288E-04,3.327684E+00,1.075745E-02
5.61304E-04,3.330125E+00,1.075745E-02
5.61320E-04,2.011918E+00,3.028870E-02
5.61336E-04,3.041547E-01,-1.899719E-02
5.61352E-04,5.543640E-02,9.918213E-04
5.61368E-04,2.461365E-02,7.400513E-03
5.61384E-04,1.194885E-02,8.316040E-03
5.61400E-04,1.637390E-02,-4.348755E-03
5.61416E-04,1.576355E-02,7.400513E-03
5.61432E-04,1.637390E-02,2.975464E-03
5.61448E-04,1.637390E-02,5.416870E-03
5.61464E-04,2.064636E-02,4.348755E-03
5.61480E-04,2.308777E-02,-3.433228E-03
5.61496E-04,1.881531E-02,2.975464E-03
5.61512E-04,1.637390E-02,-7.629395E-05
5.61528E-04,1.774719E-02,9.231567E-03
5.61544E-04,1.342363E+00,3.890991E-03
5.61560E-04,3.032884E+00,4.936218E-02
5.61576E-04,3.289537E+00,9.841919E-03
5.61592E-04,3.319902E+00,9.918213E-04
5.61608E-04,3.329057E+00,5.874634E-03
5.61624E-04,3.324174E+00,5.416870E-03
5.61640E-04,3.330125E+00,3.433228E-03
5.61656E-04,3.338823E+00,-2.517700E-03
5.61672E-04,3.329057E+00,5.340576E-04
5.61688E-04,3.329057E+00,9.231567E-03
5.61704E-04,3.332109E+00,8.316040E-03
5.61720E-04,3.326158E+00,2.365112E-03
5.61736E-04,3.335466E+00,1.228333E-02
5.61752E-04,3.333482E+00,2.975464E-03
5.61768E-04,3.326616E+00,1.907349E-03
5.61784E-04,3.330583E+00,3.433228E-03
5.61800E-04,3.330583E+00,9.841919E-03
5.61816E-04,3.324785E+00,1.121521E-02
5.61832E-04,3.327684E+00,4.348755E-03
5.61848E-04,3.332567E+00,1.449585E-03
5.61864E-04,3.330125E+00,1.121521E-02
5.61880E-04,3.330583E+00,1.075745E-02
5.61896E-04,3.330583E+00,-5.340576E-04
5.61912E-04,3.335923E+00,1.228333E-02
5.61928E-04,3.331498E+00,2.365112E-03
5.61944E-04,3.332567E+00,1.655579E-02
5.61960E-04,3.329667E+00,5.416870E-03
5.61976E-04,3.329057E+00,1.075745E-02
5.61992E-04,3.328599E+00,4.959106E-03
5.62008E-04,3.329667E+00,1.274109E-02
5.62024E-04,3.335008E+00,4.348755E-03
5.62040E-04,3.326616E+00,4.348755E-03
5.62056E-04,3.328599E+00,-2.517700E-03
5.62072E-04,3.331498E+00,1.449585E-03
5.62088E-04,3.329057E+00,8.773804E-03
5.62104E-04,3.329057E+00,5.340576E-04
5.62120E-04,3.323259E+00,8.316040E-03
5.62136E-04,3.327684E+00,8.773804E-03
5.62152E-04,3.333024E+00,-5.340576E-04
5.62168E-04,3.331041E+00,1.167297E-02
5.62184E-04,3.333482E+00,6.790161E-03
5.62200E-04,3.329057E+00,8.316040E-03
5.62216E-04,3.322801E+00,6.332397E-03
5.62232E-04,3.330583E+00,1.907349E-03
5.62248E-04,3.328599E+00,-1.449585E-03
5.62264E-04,3.329057E+00,5.416870E-03
5.62280E-04,3.333024E+00,9.918213E-04
5.62296E-04,3.330583E+00,7.858276E-03
5.62312E-04,3.333482E+00,2.975464E-03
5.62328E-04,3.329667E+00,5.874634E-03
5.62344E-04,2.014818E+00,4.051208E-02
5.62360E-04,3.056805E-01,-1.808167E-02
5.62376E-04,5.391052E-02,9.231567E-03
5.62392E-04,2.415588E-02,1.167297E-02
5.62408E-04,1.774719E-02,1.449585E-03
5.62424E-04,1.637390E-02,2.975464E-03
5.62440E-04,1.439026E-02,1.609802E-02
5.62456E-04,2.217224E-02,1.075745E-02
5.62472E-04,1.286438E-02,3.890991E-03
5.62488E-04,1.637390E-02,2.975464E-03
5.62504E-04,1.973083E-02,5.874634E-03
5.62520E-04,2.369812E-02,4.348755E-03
5.62536E-04,1.820496E-02,6.332397E-03
5.62552E-04,1.637390E-02,1.228333E-02
5.62568E-04,1.275377E+00,2.082062E-01
5.62584E-04,3.098344E+00,2.490768E+00
5.62600E-04,3.281144E+00,3.198471E+00
5.62616E-04,3.318376E+00,3.303452E+00
5.62632E-04,3.326616E+00,3.326950E+00
5.62648E-04,3.333024E+00,3.322067E+00
5.62664E-04,3.331498E+00,3.319626E+00
5.62680E-04,3.327226E+00,3.324051E+00
5.62696E-04,3.338365E+00,3.321609E+00
5.62712E-04,3.331498E+00,3.323593E+00
5.62728E-04,3.329057E+00,3.323593E+00
5.62744E-04,3.330125E+00,3.322067E+00
5.62760E-04,3.336381E+00,3.324051E+00
5.62776E-04,3.335923E+00,3.316727E+00
5.62792E-04,3.332567E+00,3.324051E+00
5.62808E-04,3.324174E+00,3.323593E+00
5.62824E-04,3.332567E+00,3.316727E+00
5.62840E-04,3.330125E+00,3.312759E+00
5.62856E-04,3.324785E+00,3.318710E+00
5.62872E-04,3.324785E+00,3.315659E+00
5.62888E-04,3.326158E+00,3.317184E+00
5.62904E-04,3.327226E+00,3.314743E+00
5.62920E-04,3.327684E+00,3.313828E+00
5.62936E-04,3.332109E+00,3.309860E+00
5.62952E-04,3.324785E+00,3.316269E+00
5.62968E-04,3.333482E+00,3.314285E+00
5.62984E-04,3.333482E+00,3.309860E+00
5.63000E-04,3.333482E+00,3.307419E+00
5.63016E-04,3.328141E+00,3.312302E+00
5.63032E-04,3.325700E+00,3.307419E+00
5.63048E-04,3.327684E+00,3.319626E+00
5.63064E-04,3.333482E+00,3.314743E+00
5.63080E-04,3.326616E+00,3.318100E+00
5.63096E-04,3.333482E+00,3.312302E+00
5.63112E-04,3.329667E+00,3.310776E+00
5.63128E-04,3.335466E+00,3.314285E+00
5.63144E-04,3.326158E+00,3.318710E+00
5.63160E-04,3.330125E+00,3.313828E+00
5.63176E-04,3.325242E+00,3.319168E+00
5.63192E-04,3.332567E+00,3.316727E+00
5.63208E-04,3.326616E+00,3.319168E+00
5.63224E-04,3.329667E+00,3.311386E+00
5.63240E-04,3.328599E+00,3.322525E+00
5.63256E-04,3.330125E+00,3.310318E+00
5.63272E-04,3.330125E+00,3.319168E+00
5.63288E-04,3.329057E+00,3.319626E+00
5.63304E-04,3.325700E+00,3.315201E+00
5.63320E-04,3.334550E+00,3.317642E+00
5.63336E-04,3.335466E+00,3.316727E+00
5.63352E-04,3.327226E+00,3.308334E+00
5.63368E-04,2.018327E+00,3.334274E+00
5.63384E-04,3.036969E-01,3.290329E+00
5.63400E-04,4.612854E-02,3.312759E+00
5.63416E-04,1.530579E-02,3.309860E+00
5.63432E-04,1.774719E-02,3.311386E+00
5.63448E-04,1.149109E-02,3.311386E+00
5.63464E-04,8.439331E-03,3.312302E+00
5.63480E-04,1.683167E-02,3.310318E+00
5.63496E-04,1.332214E-02,3.314285E+00
5.63512E-04,1.042297E-02,3.306961E+00
5.63528E-04,2.751282E-02,3.315201E+00
5.63544E-04,1.576355E-02,3.313828E+00
5.63560E-04,2.705505E-02,3.321609E+00
5.63576E-04,2.369812E-02,3.310318E+00
5.63592E-04,1.387834E+00,3.094864E+00
5.63608E-04,2.968339E+00,8.866119E-01
5.63624E-04,3.299302E+00,1.265717E-01
5.63640E-04,3.323716E+00,1.655579E-02
5.63656E-04,3.339433E+00,4.959106E-03
5.63672E-04,3.333024E+00,4.959106E-03
5.63688E-04,3.329057E+00,-2.517700E-03
5.63704E-04,3.335008E+00,-3.433228E-03
5.63720E-04,3.326616E+00,3.890991E-03
5.63736E-04,3.332567E+00,5.340576E-04
5.63752E-04,3.333024E+00,5.416870E-03
5.63768E-04,3.331041E+00,2.365112E-03
5.63784E-04,3.332567E+00,9.231567E-03
5.63800E-04,3.332109E+00,-5.340576E-04
5.63816E-04,3.328141E+00,-9.918213E-04
5.63832E-04,3.335466E+00,3.890991E-03
5.63848E-04,3.335466E+00,2.365112E-03
5.63864E-04,3.328141E+00,3.890991E-03
5.63880E-04,3.330583E+00,2.365112E-03
5.63896E-04,3.330583E+00,5.340576E-04
5.63912E-04,3.333024E+00,1.449585E-03
5.63928E-04,3.331498E+00,1.907349E-03
5.63944E-04,3.329667E+00,9.918213E-04
5.63960E-04,3.335466E+00,1.449585E-03
5.63976E-04,3.337449E+00,2.975464E-03
5.63992E-04,3.338365E+00,2.975464E-03
5.64008E-04,3.325700E+00,3.433228E-03
5.64024E-04,3.333940E+00,6.332397E-03
5.64040E-04,3.325242E+00,6.332397E-03
5.64056E-04,3.326616E+00,6.790161E-03
5.64072E-04,3.326616E+00,9.841919E-03
5.64088E-04,3.328141E+00,5.874634E-03
5.64104E-04,3.332567E+00,1.029968E-02
5.64120E-04,3.326616E+00,4.959106E-03
5.64136E-04,3.329057E+00,4.348755E-03
5.64152E-04,3.335466E+00,5.340576E-04
5.64168E-04,3.330583E+00,4.348755E-03
5.64184E-04,3.328599E+00,-7.629395E-05
5.64200E-04,3.330583E+00,5.340576E-04
5.64216E-04,3.327226E+00,2.975464E-03
5.64232E-04,3.328599E+00,6.790161E-03
5.64248E-04,3.333024E+00,3.890991E-03
5.64264E-04,3.325242E+00,3.433228E-03
5.64280E-04,3.337907E+00,5.416870E-03
5.64296E-04,3.333482E+00,-7.629395E-05
5.64312E-04,3.329057E+00,5.416870E-03
5.64328E-04,3.327684E+00,-7.629395E-05
5.64344E-04,3.331498E+00,1.449585E-03
5.64360E-04,3.333024E+00,4.348755E-03
5.64376E-04,3.333940E+00,6.332397E-03
5.64392E-04,2.028093E+00,3.471375E-02
5.64408E-04,3.046124E-01,-2.449036E-02
5.64424E-04,5.299500E-02,1.449585E-03
5.64440E-04,2.308777E-02,8.316040E-03
5.64456E-04,1.820496E-02,4.348755E-03
5.64472E-04,1.728943E-02,8.773804E-03
5.64488E-04,2.171448E-02,5.874634E-03
5.64504E-04,1.881531E-02,8.773804E-03
5.64520E-04,1.484802E-02,1.167297E-02
5.64536E-04,1.728943E-02,8.773804E-03
5.64552E-04,1.927307E-02,1.449585E-03
5.64568E-04,1.576355E-02,6.790161E-03
5.64584E-04,1.484802E-02,1.228333E-02
5.64600E-04,1.728943E-02,8.316040E-03
5.64616E-04,1.330613E+00,-1.907349E-03
5.64632E-04,3.028001E+00,4.600525E-02
5.64648E-04,3.291978E+00,1.075745E-02
5.64664E-04,3.326616E+00,5.874634E-03
5.64680E-04,3.333024E+00,9.841919E-03
5.64696E-04,3.332567E+00,1.449585E-03
5.64712E-04,3.327684E+00,8.773804E-03
5.64728E-04,3.327684E+00,1.029968E-02
5.64744E-04,3.329667E+00,3.890991E-03
5.64760E-04,3.331041E+00,3.890991E-03
5.64776E-04,3.331498E+00,4.959106E-03
5.64792E-04,3.335008E+00,5.416870E-03
5.64808E-04,3.329667E+00,5.874634E-03
5.64824E-04,3.322801E+00,5.340576E-04
5.64840E-04,3.333024E+00,8.316040E-03
5.64856E-04,3.330583E+00,7.858276E-03
5.64872E-04,3.333940E+00,1.907349E-03
5.64888E-04,3.328141E+00,8.316040E-03
5.64904E-04,3.332109E+00,7.400513E-03
5.64920E-04,3.332109E+00,5.340576E-04
5.64936E-04,3.333024E+00,2.975464E-03
5.64952E-04,3.326158E+00,4.959106E-03
5.64968E-04,3.332567E+00,1.449585E-03
5.64984E-04,3.332109E+00,5.340576E-04
5.65000E-04,3.331498E+00,7.858276E-03
5.65016E-04,3.331498E+00,8.773804E-03
5.65032E-04,3.330125E+00,6.790161E-03
5.65048E-04,3.335466E+00,5.874634E-03
5.65064E-04,3.332567E+00,1.029968E-02
5.65080E-04,3.335923E+00,1.075745E-02
5.65096E-04,3.330583E+00,5.340576E-04
5.65112E-04,3.326616E+00,7.858276E-03
5.65128E-04,3.321275E+00,8.773804E-03
5.65144E-04,3.330583E+00,4.959106E-03
5.65160E-04,3.336992E+00,4.959106E-03
5.65176E-04,3.330583E+00,5.874634E-03
5.65192E-04,3.328599E+00,7.400513E-03
