clk,re,en,rst,sig_label,current,e,spike,voltage
0,0,1,0,0,0001100100000,00001010100,0,1111011000011
1,0,1,0,0,0001100100000,00001010100,0,1111011000011
0,0,1,0,0,0001100100000,00001010100,0,1111010011011
1,0,1,0,0,0001100100000,00001010100,0,1111010011011
0,0,1,0,0,0001100100000,00001010100,1,0000110101001
1,0,1,0,0,0001100100000,00001010100,1,0000110101001
0,0,1,0,0,0001100100000,00001010101,1,0000101011100
1,0,1,0,0,0001100100000,00001010101,1,0000101011100
0,0,1,0,0,0001100100000,00001010110,1,0000110101111
1,0,1,0,0,0001100100000,00001010110,1,0000110101111
0,0,1,0,0,0001100100000,00001010111,1,0000101010000
1,0,1,0,0,0001100100000,00001010111,1,0000101010000
0,0,1,0,0,0001100100000,00001011000,0,1111010111111
1,0,1,0,0,0001100100000,00001011000,0,1111010111111
0,0,1,0,0,0001100100000,00001011000,0,1111010100000
1,0,1,0,0,0001100100000,00001011000,0,1111010100000
0,0,1,0,0,0001100100000,00001011000,0,1111011000011
1,0,1,0,0,0001100100000,00001011000,0,1111011000011
0,0,1,0,0,0001100100000,00001011000,0,1111010011010
1,0,1,0,0,0001100100000,00001011000,0,1111010011010
0,0,1,0,0,0001100100000,00001011000,1,0000110100101
1,0,1,0,0,0001100100000,00001011000,1,0000110100101
0,0,1,0,0,0001100100000,00001011001,1,0000101011100
1,0,1,0,0,0001100100000,00001011001,1,0000101011100
0,0,1,0,0,0001100100000,00001011010,1,0000110101110
1,0,1,0,0,0001100100000,00001011010,1,0000110101110
0,0,1,0,0,0001100100000,00001011011,1,0000101001101
1,0,1,0,0,0001100100000,00001011011,1,0000101001101
0,0,1,0,0,0001100100000,00001011100,0,1111010111111
